D¡a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016117;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0,00;0,00;0,00;0,00;0,00;0,00;105,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016118;CONSUMIDOR FINAL;20000000001;21% 0005;115,70;24,30;0,00;0,00;0,00;0,00;0,00;0,00;140,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016119;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016120;CONSUMIDOR FINAL;20000000001;21% 0005;111,57;23,43;0,00;0,00;0,00;0,00;0,00;0,00;135,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016121;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016122;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0,00;0,00;0,00;0,00;0,00;0,00;100,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016123;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0,00;0,00;0,00;0,00;0,00;0,00;65,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016124;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016125;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016126;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016127;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016128;CONSUMIDOR FINAL;20000000001;21% 0005;156,20;32,80;0,00;0,00;0,00;0,00;0,00;0,00;189,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016129;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0,00;0,00;0,00;0,00;0,00;0,00;120,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016130;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016131;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016132;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016133;CONSUMIDOR FINAL;20000000001;21% 0005;181,82;38,18;0,00;0,00;0,00;0,00;0,00;0,00;220,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016134;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016135;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016136;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0,00;0,00;0,00;0,00;0,00;0,00;100,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016137;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016138;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016139;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0,00;0,00;0,00;0,00;0,00;0,00;65,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016140;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0,00;0,00;0,00;0,00;0,00;0,00;130,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016141;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016142;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016143;CONSUMIDOR FINAL;20000000001;21% 0005;78,51;16,49;0,00;0,00;0,00;0,00;0,00;0,00;95,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016144;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
01;06;2017;082-TIQUE - FACTURA B;00002;00016145;CONSUMIDOR FINAL;20000000001;21% 0005;78,10;16,40;0,00;0,00;0,00;0,00;0,00;0,00;94,50;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016146;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016147;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016148;CONSUMIDOR FINAL;20000000001;21% 0005;95,04;19,96;0,00;0,00;0,00;0,00;0,00;0,00;115,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016149;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016150;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0,00;0,00;0,00;0,00;0,00;0,00;35,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016151;CONSUMIDOR FINAL;20000000001;21% 0005;78,51;16,49;0,00;0,00;0,00;0,00;0,00;0,00;95,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016152;CONSUMIDOR FINAL;20000000001;21% 0005;144,63;30,37;0,00;0,00;0,00;0,00;0,00;0,00;175,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016153;CONSUMIDOR FINAL;20000000001;21% 0005;136,36;28,64;0,00;0,00;0,00;0,00;0,00;0,00;165,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016154;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0,00;0,00;0,00;0,00;0,00;0,00;120,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016155;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016156;CONSUMIDOR FINAL;20000000001;21% 0005;185,95;39,05;0,00;0,00;0,00;0,00;0,00;0,00;225,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016157;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016158;CONSUMIDOR FINAL;20000000001;21% 0005;140,50;29,50;0,00;0,00;0,00;0,00;0,00;0,00;170,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016159;CONSUMIDOR FINAL;20000000001;21% 0005;119,83;25,17;0,00;0,00;0,00;0,00;0,00;0,00;145,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016160;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016161;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016162;CONSUMIDOR FINAL;20000000001;21% 0005;99,17;20,83;0,00;0,00;0,00;0,00;0,00;0,00;120,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016163;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016164;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0,00;0,00;0,00;0,00;0,00;0,00;65,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016165;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0,00;0,00;0,00;0,00;0,00;0,00;35,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016166;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016167;CONSUMIDOR FINAL;20000000001;21% 0005;144,63;30,37;0,00;0,00;0,00;0,00;0,00;0,00;175,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016168;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016169;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016170;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016171;CONSUMIDOR FINAL;20000000001;21% 0005;53,72;11,28;0,00;0,00;0,00;0,00;0,00;0,00;65,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016172;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016173;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016174;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016175;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0,00;0,00;0,00;0,00;0,00;0,00;110,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016176;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016177;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016178;CONSUMIDOR FINAL;20000000001;21% 0005;20,66;4,34;0,00;0,00;0,00;0,00;0,00;0,00;25,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016179;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0,00;0,00;0,00;0,00;0,00;0,00;35,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016180;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016181;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016182;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0,00;0,00;0,00;0,00;0,00;0,00;85,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016183;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016184;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
02;06;2017;082-TIQUE - FACTURA B;00002;00016185;CONSUMIDOR FINAL;20000000001;21% 0005;78,10;16,40;0,00;0,00;0,00;0,00;0,00;0,00;94,50;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016186;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016187;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016188;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016189;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0,00;0,00;0,00;0,00;0,00;0,00;35,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016190;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016191;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016192;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016193;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016194;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016195;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016196;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016197;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016198;CONSUMIDOR FINAL;20000000001;21% 0005;132,23;27,77;0,00;0,00;0,00;0,00;0,00;0,00;160,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016199;CONSUMIDOR FINAL;20000000001;21% 0005;24,79;5,21;0,00;0,00;0,00;0,00;0,00;0,00;30,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016200;CONSUMIDOR FINAL;20000000001;21% 0005;119,83;25,17;0,00;0,00;0,00;0,00;0,00;0,00;145,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016201;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016202;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016203;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0,00;0,00;0,00;0,00;0,00;0,00;105,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016204;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016205;CONSUMIDOR FINAL;20000000001;21% 0005;70,25;14,75;0,00;0,00;0,00;0,00;0,00;0,00;85,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016206;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016207;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016208;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016209;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016210;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016211;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016212;CONSUMIDOR FINAL;20000000001;21% 0005;148,76;31,24;0,00;0,00;0,00;0,00;0,00;0,00;180,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016213;CONSUMIDOR FINAL;20000000001;21% 0005;74,38;15,62;0,00;0,00;0,00;0,00;0,00;0,00;90,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016214;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016215;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016216;CONSUMIDOR FINAL;20000000001;21% 0005;28,93;6,07;0,00;0,00;0,00;0,00;0,00;0,00;35,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016217;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016218;CONSUMIDOR FINAL;20000000001;21% 0005;95,04;19,96;0,00;0,00;0,00;0,00;0,00;0,00;115,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016219;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016220;CONSUMIDOR FINAL;20000000001;21% 0005;45,45;9,55;0,00;0,00;0,00;0,00;0,00;0,00;55,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016221;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016222;CONSUMIDOR FINAL;20000000001;21% 0005;66,12;13,88;0,00;0,00;0,00;0,00;0,00;0,00;80,00;;;;;
03;06;2017;082-TIQUE - FACTURA B;00002;00016223;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016224;CONSUMIDOR FINAL;20000000001;21% 0005;57,85;12,15;0,00;0,00;0,00;0,00;0,00;0,00;70,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016225;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016226;CONSUMIDOR FINAL;20000000001;21% 0005;33,06;6,94;0,00;0,00;0,00;0,00;0,00;0,00;40,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016227;CONSUMIDOR FINAL;20000000001;21% 0005;82,64;17,36;0,00;0,00;0,00;0,00;0,00;0,00;100,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016228;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016229;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016230;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0,00;0,00;0,00;0,00;0,00;0,00;130,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016231;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016232;CONSUMIDOR FINAL;20000000001;21% 0005;132,23;27,77;0,00;0,00;0,00;0,00;0,00;0,00;160,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016233;CONSUMIDOR FINAL;20000000001;21% 0005;86,78;18,22;0,00;0,00;0,00;0,00;0,00;0,00;105,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016234;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016235;CONSUMIDOR FINAL;20000000001;21% 0005;44,63;9,37;0,00;0,00;0,00;0,00;0,00;0,00;54,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016236;CONSUMIDOR FINAL;20000000001;21% 0005;41,32;8,68;0,00;0,00;0,00;0,00;0,00;0,00;50,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016237;CONSUMIDOR FINAL;20000000001;21% 0005;115,70;24,30;0,00;0,00;0,00;0,00;0,00;0,00;140,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016238;CONSUMIDOR FINAL;20000000001;21% 0005;107,44;22,56;0,00;0,00;0,00;0,00;0,00;0,00;130,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016239;CONSUMIDOR FINAL;20000000001;21% 0005;61,98;13,02;0,00;0,00;0,00;0,00;0,00;0,00;75,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016240;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016241;CONSUMIDOR FINAL;20000000001;21% 0005;90,91;19,09;0,00;0,00;0,00;0,00;0,00;0,00;110,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016242;CONSUMIDOR FINAL;20000000001;21% 0005;49,59;10,41;0,00;0,00;0,00;0,00;0,00;0,00;60,00;;;;;
04;06;2017;082-TIQUE - FACTURA B;00002;00016243;CONSUMIDOR FINAL;20000000001;21% 0005;37,19;7,81;0,00;0,00;0,00;0,00;0,00;0,00;45,00;;;;;
