D­a ;Mes ;Anio;Fc;Pto. Vta;Nro Compr.;Nombre del Cliente;CUIT;Alicuota (IVA);Neto ;IVA;IVA Percep;IIBB Percep;Act Vs Percep;Imp Internos;No Gravados;Exentos ;Total
19;4;2018;001-FACTURAS A;3;7432;MAYORISTA FERRETERO S.R.L.;30714469378;21% 0005;22182;4658,22;0;0;0;0;0;0;26840,22
5;4;2018;001-FACTURAS A;5;1868;NOMASGOT S.R.L.;30607769415;21% 0005;31447,80165;6604,038347;0;0;0;0;0;0;38051,84
4;4;2018;001-FACTURAS A;5;1865;NOMASGOT S.R.L.;30607769415;21% 0005;12009,60331;2522,016694;0;0;0;0;0;0;14531,62
11;4;2018;003-NOTAS DE CREDITO A;22;119452;PAREXKLAUKOL S.A.;30556095597;21% 0005;6437,578512;1351,891488;0;0;0;0;0;0;7789,47
9;4;2018;001-FACTURAS A;3;34687;PAREXKLAUKOL S.A.;30556095597;21% 0005;23300,09917;4893,020826;699;838,8;0;0;0;0;29730,92
11;4;2018;001-FACTURAS A;3;223;ORTIZ VICTOR HUGO;23262936449;21% 0005;37658,96694;7908,383058;0;0;0;0;0;0;45567,35
20;4;2018;001-FACTURAS A;71;21902;SALTA PLAST POLIETILENOS S.R.L.;30644685906;21% 0005;2059,479339;432,4906612;0;74,14;0;0;0;0;2566,11
12;4;2018;001-FACTURAS A;3;167;TRANS-VEL S.R.L.;30714084425;21% 0005;13808,22314;2899,72686;0;0;0;0;0;0;16707,95
9;5;2018;001-FACTURAS A;4;4171;DEL BARCO MATIAS;20302226416;21% 0005;561,9834711;118,0165289;0;0;0;0;0;0;680
10;5;2018;001-FACTURAS A;36;10963;HIERRONORT S.R.L.;30623573318;21% 0005;2111,231405;443,358595;0;105,56;12,67;0;0;0;2672,82
9;5;2018;001-FACTURAS A;36;10942;HIERRONORT S.R.L.;30623573318;21% 0005;6556,190083;1376,799917;0;327,81;39,34;0;0;0;8300,14
29;4;2018;001-FACTURAS A;264;136148;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;788046,0248;165489,6652;23641,4;0;3388,56;0;0;0;980565,65
29;4;2018;001-FACTURAS A;264;136149;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;721811,9008;151580,4992;21654,4;0;3103,9;0;0;0;898150,7
30;4;2018;001-FACTURAS A;264;136182;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;81954,60331;17210,46669;2458,64;0;352,4;0;0;0;101976,11
30;4;2018;001-FACTURAS A;264;136183;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;72181,19835;15158,05165;2165,44;0;310,38;0;0;0;89815,07
25;4;2018;003-NOTAS DE CREDITO A;264;1848;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;4500;945;135;0;19,35;0;0;0;5599,35
25;4;2018;003-NOTAS DE CREDITO A;264;1849;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;4500;945;135;0;19,35;0;0;0;5599,35
25;4;2018;003-NOTAS DE CREDITO A;264;1850;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;4500;945;135;0;19,35;0;0;0;5599,35
29;4;2018;003-NOTAS DE CREDITO A;264;1862;HOLCIM ARGENTINA S.A.;30501111127;21% 0005;4800;1008;144;0;20,64;0;0;0;5972,64
16;4;2018;001-FACTURAS A;501;166155;LOMA NEGRA C,I.A.S.A.;30500530851;21% 0005;172901,94;36309,41;5187,06;0;0;0;0;0;214398,41
10;4;2018;003-NOTAS DE CREDITO A;501;69267;LOMA NEGRA C,I.A.S.A.;30500530851;21% 0005;17545,5;3684,56;0;0;0;0;0;0;21230,04
14;5;2018;001-FACTURAS A;1008;39337;ACINDAR INDUSTRIA ARGENTINA DE ACEROS S.A.;30501199253;21% 0005;87773,19835;18432,37165;2633,2;0;526,64;0;0;0;109365,41
14;5;2018;001-FACTURAS A;1008;39338;ACINDAR INDUSTRIA ARGENTINA DE ACEROS S.A.;30501199253;21% 0005;70242,28099;14750,87901;2107,27;0;421,45;0;0;0;87521,88
19;5;2018;001-FACTURAS A;1027;9244;ACINDAR INDUSTRIA ARGENTINA DE ACEROS S.A.;30501199253;21% 0005;112336,4628;23590,65719;3370,09;0;674,02;0;0;0;139971,23
24;5;2018;002-NOTAS DE DEBITO A;1025;91432;ACINDAR INDUSTRIA ARGENTINA DE ACEROS S.A.;30501199253;21% 0005;654;137,34;0;0;0;0;0;0;791,34
28;5;2018;001-FACTURAS A;5;11863;ABERTURAS VALENTINUZ S.A.;30681094551;21% 0005;148935,3554;31276,42463;0;0;0;674,02;0;0;180885,8
28;5;2018;001-FACTURAS A;12;1976;VALENGO S.A.;30700187094;21% 0005;24557,69421;5157,115785;0;0;0;674,02;0;0;30388,83
27;4;2018;001-FACTURAS A;11;94434;A.D.BARBIERI S.A.;30639201232;21% 0005;380662,47;79939,11;0;0;0;0;0;0;460601,58
27;4;2018;001-FACTURAS A;11;94437;A.D.BARBIERI S.A.;30639201232;21% 0005;7275,76;1527,9;0;0;0;0;0;0;8803,66
24;4;2018;001-FACTURAS A;5;4547;VICENTE ALBORS S.A.;30586321389;21% 0005;70183,3;14738,49;0;0;0;0;0;0;84921,79
30;4;2018;001-FACTURAS A;4;4128;DEL BARCO MATIAS;20302226416;10.5% 0004;21809,95475;2290,045249;0;0;0;0;0;0;24100
27;4;2018;001-FACTURAS A;21;135200;DURLOCK S.A.;30552816168;21% 0005;105681,5455;22193,12455;0;1902,27;0;0;0;0;129776,94
12;5;2018;001-FACTURAS A;21;136199;DURLOCK S.A.;30552816168;21% 0005;13099,15702;2750,822975;0;235,78;0;0;0;0;16085,76
12;5;2018;001-FACTURAS A;21;136198;DURLOCK S.A.;30552816168;21% 0005;49700,33884;10437,07116;0;894,61;0;0;0;0;61032,02
12;5;2018;001-FACTURAS A;21;136197;DURLOCK S.A.;30552816168;21% 0005;56635,31405;11893,41595;0;1019,43;0;0;0;0;69548,16
12;5;2018;001-FACTURAS A;21;136196;DURLOCK S.A.;30552816168;21% 0005;89460,6281;18786,7319;0;1610,29;0;0;0;0;109857,65
16;5;2018;001-FACTURAS A;21;136421;DURLOCK S.A.;30552816168;21% 0005;105681,5455;22193,12455;0;1902,27;0;0;0;0;129776,94
18;5;2018;001-FACTURAS A;21;136559;DURLOCK S.A.;30552816168;21% 0005;89563,78512;18808,39488;0;1612,15;0;0;0;0;109984,33
18;5;2018;001-FACTURAS A;21;136560;DURLOCK S.A.;30552816168;21% 0005;34046,57025;7149,779752;0;612,84;0;0;0;0;41809,19
18;5;2018;001-FACTURAS A;21;136561;DURLOCK S.A.;30552816168;21% 0005;71082,89256;14927,40744;0;1279,49;0;0;0;0;87289,79
12;5;2018;003-NOTAS DE CREDITO A;21;49752;DURLOCK S.A.;30552816168;21% 0005;7668,818182;1610,451818;0;0;0;0;0;0;9279,27
29;3;2018;003-NOTAS DE CREDITO A;4;18632;ELECTRO MAYO S.A.;30688372085;21% 0005;15911,92562;3341,50438;0;0;0;0;0;0;19253,43
13;4;2018;002-NOTAS DE DEBITO A;4;676;ELECTRO MAYO S.A.;30688372085;0% 0003;40121;0;0;0;0;0;0;0;40121
15;5;2018;001-FACTURAS A;74;77603;EMAPI S.A.;30503037226;21% 0005;21780,90909;4573,990909;0;0;0;0;0;0;26354,9
15;5;2018;001-FACTURAS A;74;77604;EMAPI S.A.;30503037226;21% 0005;34510,75207;7247,257934;0;0;0;0;0;0;41758,01
15;5;2018;001-FACTURAS A;74;77621;EMAPI S.A.;30503037226;21% 0005;84775,6281;17802,8819;0;0;0;0;0;0;102578,51
17;4;2018;001-FACTURAS A;5;35227;E.T.C. S.-A.;33644120479;21% 0005;17281,58;3629,313;0;0;0;0;0;0;20910,71
30;4;2018;001-FACTURAS A;12;94432;ETERNIT;30500971041;21% 0005;22453,52;4715,239339;673,61;808,32;0;0;0;0;28650,69
17;4;2018;001-FACTURAS A;4;17957;FERRETERIA DEL NORTE S.R.L.;30675407416;21% 0005;42339,1157;8891,214298;0;1058,48;0;0;0;0;52288,81
17;4;2018;001-FACTURAS A;5;5714;FERRETERIA DEL NORTE S.R.L.;30675407416;21% 0005;6657;1397,97;0;166,43;0;0;0;0;8221,4
6;4;2018;001-FACTURAS A;9;426330;FERRETERIA GENERAL PAZ S.R.L.;30707297154;21% 0005;11120,33884;2335,271157;0;0;0;0;0;0;13455,61
17;4;2018;001-FACTURAS A;9;428543;FERRETERIA GENERAL PAZ S.R.L.;30707297154;21% 0005;42226,3719;8867,538099;0;0;0;0;0;0;51093,91
23;4;2018;001-FACTURAS A;3;32753;GRAZIOLI S.R.L.;33680021819;21% 0005;11625,95868;2441,451322;0;0;0;0;0;0;14067,41
16;5;2018;001-FACTURAS A;1;215;MATAFUEGOS GENERAL PAZ S.R.L.;30715895966;21% 0005;735,5289256;154,4610744;0;0;0;0;0;0;889,99
7;3;2018;001-FACTURAS A;23;34258;PAREXKLAUKOL S.A.;30556095597;21% 0005;12746,87603;2676,843967;382,41;458,89;0;0;0;0;16265,02
23;4;2018;001-FACTURAS A;23;34894;PAREXKLAUKOL S.A.;30556095597;21% 0005;74662,39669;15679,10331;2239,87;2687,85;0;0;0;0;95269,22
10;5;2018;003-NOTAS DE CREDITO A;22;120690;PAREXKLAUKOL S.A.;30556095597;21% 0005;1228,53719;257,9928099;0;0;0;0;0;0;1486,53
8;5;2018;001-FACTURAS A;23;35086;PAREXKLAUKOL S.A.;30556095597;21% 0005;156484,562;32861,75802;4694,54;5633,44;0;0;0;0;199674,3
10;5;2018;001-FACTURAS A;23;35106;PAREXKLAUKOL S.A.;30556095597;21% 0005;46376,95868;9739,161322;1391,31;1669,57;0;0;0;0;59177
11;4;2018;001-FACTURAS A;3;222;ORTIZ VICTOR HUGO;23262936449;21% 0005;34853,95041;7319,329587;0;0;0;0;0;0;42173,28
8;5;2018;001-FACTURAS A;3;230;ORTIZ VICTOR HUGO;23262936449;21% 0005;38393,05785;8062,542149;0;0;0;0;0;0;46455,6
8;5;2018;001-FACTURAS A;3;231;ORTIZ VICTOR HUGO;23262936449;21% 0005;37908,8843;7960,865702;0;0;0;0;0;0;45869,75
17;5;2018;001-FACTURAS A;3;238;ORTIZ VICTOR HUGO;23262936449;21% 0005;37658,98347;7908,386529;0;0;0;0;0;0;45567,37
14;5;2018;001-FACTURAS A;52;3812;ROLCAR S.A.;30707211942;21% 0005;10408,19835;2185,721653;0;0;0;0;0;0;12593,92
15;5;2018;001-FACTURAS A;8;746;S.O.COMUNICACIONES S.R.L.;30709246980;21% 0005;743,8016529;156,1983471;0;0;0;0;0;0;900
6;4;2018;001-FACTURAS A;1;3977;SANITEC S.R.L.;30715082337;21% 0005;18416,5124;3867,467603;0;0;0;0;0;0;22283,98
19;3;2018;001-FACTURAS A;2;1024;SALTAPOR S.R.L.;30707325824;21% 0005;5438,016529;1141,983471;0;0;0;0;0;0;6580
9;4;2018;001-FACTURAS A;4;8867;SALTAPOR S.R.L.;30707325824;21% 0005;2192,603306;460,4466942;0;0;0;0;0;0;2653,05
9;5;2018;001-FACTURAS A;71;22245;SALTA PLAST POLIETILENOS S.R.L.;30644685906;21% 0005;238,0165289;49,98347107;0;8,57;0;0;0;0;296,57
9;5;2018;002-NOTAS DE DEBITO A;7;427;TUBONOR S.A.;30700067021;21% 0005;250;52,5;0;0;0;0;0;0;302,5
17;5;2018;001-FACTURAS A;101;537899;EDESA S.A.;30690633635;27% 0006;706,992126;190,887874;0;25,45;0;0;751,93;0;1675,26
10;5;2018;001-FACTURAS A;1;224;CONSULTING GEROUP S.R.L.;30711740208;21% 0005;13636,36364;2863,636364;0;0;0;0;0;0;16500
12;4;2018;001-FACTURAS A;3;12429;GONZALEZ ARCE GASTÓN;201108000000;21% 0005;2549,1;535,31;0;0;0;0;0;0;3084,41
